Running on device: cuda, Parallel training disabled
Loading dynamics config from config/dynamics_configs/full_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: True
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
No model checkpoint file found in saved_models/1_naislstm_GELU
    Expected files: model_best.pth or model_latest.pth
Starting training from scratch.
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-01 23:06:26
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
    5150 |   2.50e+05 |   1.79e+03 |   3.76e+06 |   3.49e+04 |   1.97e+05 |    3.22e+03 |    8.02e+04 |    3.44e+02 |   9.50e-03 |   3.87e-01 |     76583.80 |    99.19 |  3247m 26s | Model saved         
    5200 |   2.35e+05 |   1.53e+03 |   3.53e+06 |   3.29e+04 |   1.88e+05 |    3.09e+03 |    7.33e+04 |    3.24e+02 |   9.50e-03 |   3.87e-01 |     76583.80 |    89.86 |  3241m 49s | Model saved (best)  
    5250 |   2.36e+05 |   1.52e+03 |   3.57e+06 |   3.36e+04 |   1.86e+05 |    3.08e+03 |    7.30e+04 |    3.27e+02 |   9.50e-03 |   3.87e-01 |     76583.80 |    99.26 |  3239m 07s | Model saved         
    5300 |   2.35e+05 |   1.53e+03 |   3.54e+06 |   3.33e+04 |   1.87e+05 |    3.06e+03 |    7.28e+04 |    3.24e+02 |   9.50e-03 |   3.87e-01 |     76583.80 |    90.25 |  3233m 44s | Model saved         
    5350 |   2.51e+05 |   1.81e+03 |   3.77e+06 |   3.60e+04 |   1.93e+05 |    3.17e+03 |    8.31e+04 |    3.45e+02 |   9.50e-03 |   3.87e-01 |     76583.80 |    99.02 |  3231m 01s | Model saved         
    5400 |   2.33e+05 |   1.51e+03 |   3.52e+06 |   3.33e+04 |   1.85e+05 |    3.03e+03 |    7.63e+04 |    3.22e+02 |   9.03e-03 |   3.87e-01 |     76583.80 |    89.82 |  3225m 39s | Model saved (best)  
    5450 |   2.32e+05 |   1.44e+03 |   3.50e+06 |   3.36e+04 |   1.79e+05 |    2.99e+03 |    7.08e+04 |    3.21e+02 |   9.03e-03 |   3.87e-01 |     76583.80 |    99.06 |  3223m 00s | Model saved (best)  
    5500 |   2.30e+05 |   1.43e+03 |   3.46e+06 |   3.32e+04 |   1.79e+05 |    2.97e+03 |    7.12e+04 |    3.17e+02 |   9.03e-03 |   3.87e-01 |     76583.80 |    89.80 |  3217m 44s | Model saved (best)  
    5550 |   2.32e+05 |   1.44e+03 |   3.50e+06 |   3.41e+04 |   1.78e+05 |    2.97e+03 |    7.19e+04 |    3.21e+02 |   9.03e-03 |   3.87e-01 |     76583.80 |    99.04 |  3215m 09s | Model saved         
    5600 |   2.37e+05 |   1.57e+03 |   3.56e+06 |   3.48e+04 |   1.83e+05 |    3.01e+03 |    7.70e+04 |    3.26e+02 |   9.03e-03 |   3.87e-01 |     76583.80 |    90.02 |  3210m 03s | Model saved         
    5650 |   2.37e+05 |   1.53e+03 |   3.56e+06 |   3.44e+04 |   1.80e+05 |    3.00e+03 |    7.46e+04 |    3.27e+02 |   9.03e-03 |   3.87e-01 |     76583.80 |    98.97 |  3207m 30s | Model saved         
    5700 |   2.30e+05 |   1.41e+03 |   3.44e+06 |   3.35e+04 |   1.77e+05 |    2.93e+03 |    7.17e+04 |    3.16e+02 |   8.57e-03 |   3.87e-01 |     76583.80 |    89.76 |  3202m 26s | Model saved (best)  
    5750 |   2.31e+05 |   1.40e+03 |   3.47e+06 |   3.41e+04 |   1.74e+05 |    2.92e+03 |    7.11e+04 |    3.19e+02 |   8.57e-03 |   3.87e-01 |     76583.80 |    99.19 |  3200m 00s | Model saved         
    5800 |   2.29e+05 |   1.40e+03 |   3.43e+06 |   3.40e+04 |   1.74e+05 |    2.90e+03 |    7.13e+04 |    3.15e+02 |   8.57e-03 |   3.87e-01 |     76583.80 |    89.92 |  3195m 04s | Model saved (best)  
    5850 |   2.30e+05 |   1.39e+03 |   3.46e+06 |   3.43e+04 |   1.73e+05 |    2.90e+03 |    7.11e+04 |    3.18e+02 |   8.57e-03 |   3.87e-01 |     76583.80 |    99.28 |  3192m 42s | Model saved         
    5900 |   2.26e+05 |   1.36e+03 |   3.39e+06 |   3.39e+04 |   1.71e+05 |    2.86e+03 |    7.05e+04 |    3.11e+02 |   8.15e-03 |   3.87e-01 |     76583.80 |    89.94 |  3187m 53s | Model saved (best)  
    5950 |   2.29e+05 |   1.37e+03 |   3.44e+06 |   3.45e+04 |   1.70e+05 |    2.86e+03 |    7.11e+04 |    3.16e+02 |   8.15e-03 |   3.87e-01 |     76583.80 |    99.19 |  3185m 32s | Model saved         
    6000 |   2.25e+05 |   1.32e+03 |   3.36e+06 |   3.39e+04 |   1.69e+05 |    2.83e+03 |    6.99e+04 |    3.09e+02 |   8.15e-03 |   3.68e-01 |     76583.80 |    90.12 |  3180m 51s | Model saved (best)  
    6050 |   2.28e+05 |   1.34e+03 |   3.42e+06 |   3.53e+04 |   1.67e+05 |    2.83e+03 |    7.00e+04 |    3.14e+02 |   8.15e-03 |   3.68e-01 |     76583.80 |   101.35 |  3179m 07s | Model saved         
    6100 |   2.25e+05 |   1.31e+03 |   3.35e+06 |   3.50e+04 |   1.67e+05 |    2.81e+03 |    6.95e+04 |    3.08e+02 |   7.74e-03 |   3.68e-01 |     76583.80 |    90.02 |  3174m 28s | Model saved (best)  
    6150 |   2.29e+05 |   1.36e+03 |   3.42e+06 |   3.58e+04 |   1.66e+05 |    2.82e+03 |    7.21e+04 |    3.15e+02 |   7.74e-03 |   3.68e-01 |     76583.80 |    99.22 |  3172m 13s | Model saved         
    6200 |   2.23e+05 |   1.27e+03 |   3.32e+06 |   3.48e+04 |   1.64e+05 |    2.77e+03 |    6.91e+04 |    3.05e+02 |   7.74e-03 |   3.68e-01 |     76583.80 |    90.00 |  3167m 39s | Model saved (best)  
    6250 |   2.26e+05 |   1.29e+03 |   3.38e+06 |   3.55e+04 |   1.64e+05 |    2.78e+03 |    6.94e+04 |    3.11e+02 |   7.74e-03 |   3.68e-01 |     76583.80 |    99.22 |  3165m 27s | Model saved         
    6300 |   2.22e+05 |   1.25e+03 |   3.31e+06 |   3.50e+04 |   1.63e+05 |    2.75e+03 |    6.88e+04 |    3.04e+02 |   7.35e-03 |   3.68e-01 |     76583.80 |    89.98 |  3160m 57s | Model saved (best)  
    6350 |   2.24e+05 |   1.26e+03 |   3.35e+06 |   3.54e+04 |   1.61e+05 |    2.75e+03 |    6.94e+04 |    3.08e+02 |   7.35e-03 |   3.68e-01 |     76583.80 |    99.29 |  3158m 48s | Model saved         
    6400 |   2.20e+05 |   1.22e+03 |   3.28e+06 |   3.51e+04 |   1.60e+05 |    2.72e+03 |    6.81e+04 |    3.02e+02 |   7.35e-03 |   3.68e-01 |     76583.80 |    90.09 |  3154m 24s | Model saved (best)  
    6450 |   2.24e+05 |   1.26e+03 |   3.35e+06 |   3.58e+04 |   1.60e+05 |    2.73e+03 |    6.90e+04 |    3.08e+02 |   7.35e-03 |   3.68e-01 |     76583.80 |    99.40 |  3152m 18s | Model saved         
    6500 |   2.21e+05 |   1.23e+03 |   3.29e+06 |   3.53e+04 |   1.60e+05 |    2.71e+03 |    6.83e+04 |    3.02e+02 |   6.98e-03 |   3.68e-01 |     76583.80 |    92.12 |  3148m 28s | Model saved         
    6550 |   2.23e+05 |   1.22e+03 |   3.32e+06 |   3.57e+04 |   1.57e+05 |    2.71e+03 |    6.82e+04 |    3.05e+02 |   6.98e-03 |   3.68e-01 |     76583.80 |    99.27 |  3146m 22s | Model saved         
    6600 |   2.18e+05 |   1.18e+03 |   3.26e+06 |   3.51e+04 |   1.57e+05 |    2.68e+03 |    6.73e+04 |    2.99e+02 |   6.98e-03 |   3.68e-01 |     76583.80 |    89.93 |  3142m 04s | Model saved (best)  
    6650 |   2.22e+05 |   1.22e+03 |   3.32e+06 |   3.59e+04 |   1.56e+05 |    2.69e+03 |    6.78e+04 |    3.05e+02 |   6.98e-03 |   3.68e-01 |     76583.80 |    99.33 |  3140m 01s | Model saved         
    6700 |   2.18e+05 |   1.18e+03 |   3.25e+06 |   3.53e+04 |   1.55e+05 |    2.66e+03 |    6.71e+04 |    2.99e+02 |   6.98e-03 |   3.68e-01 |     76583.80 |    90.17 |  3135m 51s | Model saved (best)  
    6750 |   2.19e+05 |   1.18e+03 |   3.28e+06 |   3.61e+04 |   1.53e+05 |    2.65e+03 |    6.71e+04 |    3.02e+02 |   6.98e-03 |   3.68e-01 |     76583.80 |    99.30 |  3133m 49s | Model saved         
    6800 |   2.19e+05 |   1.20e+03 |   3.26e+06 |   3.57e+04 |   1.55e+05 |    2.66e+03 |    6.79e+04 |    3.00e+02 |   6.63e-03 |   3.68e-01 |     76583.80 |    90.05 |  3129m 40s | Model saved         
    6850 |   2.20e+05 |   1.19e+03 |   3.29e+06 |   3.61e+04 |   1.53e+05 |    2.65e+03 |    6.75e+04 |    3.03e+02 |   6.63e-03 |   3.68e-01 |     76583.80 |    99.35 |  3127m 40s | Model saved         
    6900 |   2.16e+05 |   1.13e+03 |   3.21e+06 |   3.54e+04 |   1.52e+05 |    2.61e+03 |    6.58e+04 |    2.95e+02 |   6.63e-03 |   3.68e-01 |     76583.80 |    90.09 |  3123m 36s | Model saved (best)  
    6950 |   2.18e+05 |   1.14e+03 |   3.25e+06 |   3.62e+04 |   1.50e+05 |    2.61e+03 |    6.60e+04 |    2.99e+02 |   6.63e-03 |   3.68e-01 |     76583.80 |    99.34 |  3121m 38s | Model saved         
    7000 |   2.16e+05 |   1.15e+03 |   3.22e+06 |   3.58e+04 |   1.51e+05 |    2.61e+03 |    6.65e+04 |    2.96e+02 |   6.63e-03 |   3.49e-01 |     76583.80 |    90.18 |  3117m 38s | Model saved         
    7050 |   2.21e+05 |   1.19e+03 |   3.29e+06 |   3.73e+04 |   1.51e+05 |    2.63e+03 |    6.73e+04 |    3.03e+02 |   6.63e-03 |   3.49e-01 |     76583.80 |   101.29 |  3116m 07s | Model saved         
    7100 |   2.17e+05 |   1.16e+03 |   3.22e+06 |   3.68e+04 |   1.50e+05 |    2.60e+03 |    6.64e+04 |    2.97e+02 |   6.30e-03 |   3.49e-01 |     76583.80 |    90.13 |  3112m 10s | Model saved         
    7150 |   2.19e+05 |   1.17e+03 |   3.26e+06 |   3.74e+04 |   1.49e+05 |    2.60e+03 |    6.64e+04 |    3.01e+02 |   6.30e-03 |   3.49e-01 |     76583.80 |    99.48 |  3110m 16s | Model saved         
    7200 |   2.14e+05 |   1.10e+03 |   3.18e+06 |   3.64e+04 |   1.47e+05 |    2.56e+03 |    6.50e+04 |    2.93e+02 |   6.30e-03 |   3.49e-01 |     76583.80 |    90.22 |  3106m 23s | Model saved (best)  
    7250 |   2.18e+05 |   1.14e+03 |   3.25e+06 |   3.74e+04 |   1.48e+05 |    2.58e+03 |    6.57e+04 |    3.00e+02 |   6.30e-03 |   3.49e-01 |     76583.80 |    99.52 |  3104m 31s | Model saved         
    7300 |   2.13e+05 |   1.09e+03 |   3.17e+06 |   3.67e+04 |   1.46e+05 |    2.55e+03 |    6.48e+04 |    2.92e+02 |   6.30e-03 |   3.49e-01 |     76583.80 |    90.02 |  3100m 39s | Model saved (best)  
    7350 |   2.18e+05 |   1.15e+03 |   3.25e+06 |   3.77e+04 |   1.47e+05 |    2.58e+03 |    6.57e+04 |    3.00e+02 |   6.30e-03 |   3.49e-01 |     76583.80 |    99.62 |  3098m 49s | Model saved         
    7400 |   2.14e+05 |   1.10e+03 |   3.18e+06 |   3.71e+04 |   1.45e+05 |    2.53e+03 |    6.51e+04 |    2.93e+02 |   5.99e-03 |   3.49e-01 |     76583.80 |    90.25 |  3095m 03s | Model saved         
    7450 |   2.15e+05 |   1.09e+03 |   3.20e+06 |   3.73e+04 |   1.43e+05 |    2.53e+03 |    6.47e+04 |    2.96e+02 |   5.99e-03 |   3.49e-01 |     76583.80 |    99.41 |  3093m 12s | Model saved         
    7500 |   2.12e+05 |   1.06e+03 |   3.14e+06 |   3.68e+04 |   1.43e+05 |    2.51e+03 |    6.37e+04 |    2.90e+02 |   5.99e-03 |   3.49e-01 |     76583.80 |    90.27 |  3089m 28s | Model saved (best)  
    7550 |   2.16e+05 |   1.11e+03 |   3.22e+06 |   3.78e+04 |   1.44e+05 |    2.54e+03 |    6.49e+04 |    2.97e+02 |   5.99e-03 |   3.49e-01 |     76583.80 |    99.46 |  3087m 39s | Model saved         
    7600 |   2.11e+05 |   1.06e+03 |   3.15e+06 |   3.71e+04 |   1.42e+05 |    2.50e+03 |    6.44e+04 |    2.90e+02 |   5.99e-03 |   3.49e-01 |     76583.80 |    90.21 |  3083m 58s | Model saved         
    7650 |   2.17e+05 |   1.12e+03 |   3.23e+06 |   3.81e+04 |   1.44e+05 |    2.53e+03 |    6.53e+04 |    2.98e+02 |   5.99e-03 |   3.49e-01 |     76583.80 |    99.59 |  3082m 11s | Model saved         
    7700 |   2.12e+05 |   1.08e+03 |   3.16e+06 |   3.74e+04 |   1.42e+05 |    2.50e+03 |    6.48e+04 |    2.91e+02 |   5.99e-03 |   3.49e-01 |     76583.80 |    90.18 |  3078m 32s | Model saved         
    7750 |   2.15e+05 |   1.10e+03 |   3.21e+06 |   3.81e+04 |   1.42e+05 |    2.51e+03 |    6.45e+04 |    2.96e+02 |   5.99e-03 |   3.49e-01 |     76583.80 |    99.48 |  3076m 45s | Model saved         
    7800 |   2.12e+05 |   1.08e+03 |   3.15e+06 |   3.78e+04 |   1.41e+05 |    2.48e+03 |    6.49e+04 |    2.91e+02 |   5.99e-03 |   3.49e-01 |     76583.80 |    90.43 |  3073m 11s | Model saved         
    7850 |   2.14e+05 |   1.08e+03 |   3.19e+06 |   3.81e+04 |   1.39e+05 |    2.49e+03 |    6.46e+04 |    2.95e+02 |   5.99e-03 |   3.49e-01 |     76583.80 |    99.37 |  3071m 24s | Model saved         
    7900 |   2.11e+05 |   1.05e+03 |   3.14e+06 |   3.76e+04 |   1.39e+05 |    2.47e+03 |    6.37e+04 |    2.89e+02 |   5.69e-03 |   3.49e-01 |     76583.80 |    90.32 |  3067m 51s | Model saved (best)  
    7950 |   2.13e+05 |   1.05e+03 |   3.17e+06 |   3.79e+04 |   1.37e+05 |    2.46e+03 |    6.36e+04 |    2.93e+02 |   5.69e-03 |   3.49e-01 |     76583.80 |    99.57 |  3066m 07s | Model saved         
    8000 |   2.09e+05 |   1.00e+03 |   3.09e+06 |   3.71e+04 |   1.36e+05 |    2.43e+03 |    6.24e+04 |    2.86e+02 |   5.69e-03 |   3.32e-01 |     76583.80 |    90.32 |  3062m 36s | Model saved (best)  
    8050 |   2.13e+05 |   1.07e+03 |   3.18e+06 |   3.91e+04 |   1.38e+05 |    2.46e+03 |    6.39e+04 |    2.93e+02 |   5.69e-03 |   3.32e-01 |     76583.80 |   101.54 |  3061m 16s | Model saved         
    8100 |   2.09e+05 |   1.03e+03 |   3.11e+06 |   3.86e+04 |   1.36e+05 |    2.43e+03 |    6.35e+04 |    2.87e+02 |   5.69e-03 |   3.32e-01 |     76583.80 |    90.75 |  3057m 52s | Model saved         
    8150 |   2.13e+05 |   1.06e+03 |   3.17e+06 |   3.94e+04 |   1.37e+05 |    2.45e+03 |    6.35e+04 |    2.93e+02 |   5.69e-03 |   3.32e-01 |     76583.80 |    99.84 |  3056m 13s | Model saved         
    8200 |   2.08e+05 |   1.01e+03 |   3.09e+06 |   3.86e+04 |   1.34e+05 |    2.41e+03 |    6.30e+04 |    2.86e+02 |   5.40e-03 |   3.32e-01 |     76583.80 |    90.47 |  3052m 48s | Model saved (best)  
    8250 |   2.11e+05 |   1.02e+03 |   3.14e+06 |   3.92e+04 |   1.34e+05 |    2.42e+03 |    6.25e+04 |    2.90e+02 |   5.40e-03 |   3.32e-01 |     76583.80 |    99.58 |  3051m 06s | Model saved         
    8300 |   2.07e+05 |   9.79e+02 |   3.07e+06 |   3.84e+04 |   1.33e+05 |    2.39e+03 |    6.20e+04 |    2.84e+02 |   5.40e-03 |   3.32e-01 |     76583.80 |    90.38 |  3047m 43s | Model saved (best)  
    8350 |   2.11e+05 |   1.01e+03 |   3.13e+06 |   3.92e+04 |   1.33e+05 |    2.41e+03 |    6.20e+04 |    2.90e+02 |   5.40e-03 |   3.32e-01 |     76583.80 |    99.67 |  3046m 03s | Model saved         
    8400 |   2.07e+05 |   9.76e+02 |   3.07e+06 |   3.86e+04 |   1.32e+05 |    2.38e+03 |    6.19e+04 |    2.84e+02 |   5.40e-03 |   3.32e-01 |     76583.80 |    90.40 |  3042m 42s | Model saved (best)  
    8450 |   2.11e+05 |   1.02e+03 |   3.14e+06 |   3.97e+04 |   1.33e+05 |    2.40e+03 |    6.22e+04 |    2.90e+02 |   5.40e-03 |   3.32e-01 |     76583.80 |    99.66 |  3041m 02s | Model saved         
    8500 |   2.07e+05 |   9.70e+02 |   3.07e+06 |   3.89e+04 |   1.31e+05 |    2.37e+03 |    6.19e+04 |    2.83e+02 |   5.13e-03 |   3.32e-01 |     76583.80 |    90.42 |  3037m 43s | Model saved (best)  
    8550 |   2.09e+05 |   9.83e+02 |   3.11e+06 |   3.95e+04 |   1.30e+05 |    2.38e+03 |    6.12e+04 |    2.88e+02 |   5.13e-03 |   3.32e-01 |     76583.80 |    99.66 |  3036m 04s | Model saved         
    8600 |   2.05e+05 |   9.38e+02 |   3.04e+06 |   3.87e+04 |   1.29e+05 |    2.35e+03 |    6.09e+04 |    2.81e+02 |   5.13e-03 |   3.32e-01 |     76583.80 |    90.48 |  3032m 48s | Model saved (best)  
    8650 |   2.09e+05 |   9.91e+02 |   3.11e+06 |   3.97e+04 |   1.30e+05 |    2.37e+03 |    6.14e+04 |    2.88e+02 |   5.13e-03 |   3.32e-01 |     76583.80 |    99.72 |  3031m 10s | Model saved         
    8700 |   2.05e+05 |   9.52e+02 |   3.05e+06 |   3.91e+04 |   1.28e+05 |    2.34e+03 |    6.13e+04 |    2.82e+02 |   5.13e-03 |   3.32e-01 |     76583.80 |    92.00 |  3028m 11s | Model saved         
    8750 |   2.09e+05 |   9.88e+02 |   3.11e+06 |   4.01e+04 |   1.29e+05 |    2.36e+03 |    6.10e+04 |    2.88e+02 |   5.13e-03 |   3.32e-01 |     76583.80 |    99.77 |  3026m 34s | Model saved         
    8800 |   2.04e+05 |   9.29e+02 |   3.03e+06 |   3.91e+04 |   1.27e+05 |    2.32e+03 |    6.08e+04 |    2.80e+02 |   4.88e-03 |   3.32e-01 |     76583.80 |    90.34 |  3023m 20s | Model saved (best)  
    8850 |   2.07e+05 |   9.46e+02 |   3.08e+06 |   3.97e+04 |   1.26e+05 |    2.33e+03 |    6.01e+04 |    2.85e+02 |   4.88e-03 |   3.32e-01 |     76583.80 |    99.73 |  3021m 43s | Model saved         
    8900 |   2.03e+05 |   9.09e+02 |   3.02e+06 |   3.91e+04 |   1.25e+05 |    2.31e+03 |    6.00e+04 |    2.79e+02 |   4.88e-03 |   3.32e-01 |     76583.80 |    90.48 |  3018m 32s | Model saved (best)  
    8950 |   2.07e+05 |   9.57e+02 |   3.09e+06 |   3.98e+04 |   1.26e+05 |    2.33e+03 |    6.04e+04 |    2.86e+02 |   4.88e-03 |   3.32e-01 |     76583.80 |    99.63 |  3016m 55s | Model saved         
    9000 |   2.04e+05 |   9.19e+02 |   3.02e+06 |   3.95e+04 |   1.25e+05 |    2.30e+03 |    6.05e+04 |    2.79e+02 |   4.63e-03 |   3.15e-01 |     76583.80 |    90.56 |  3013m 46s | Model saved         
    9050 |   2.06e+05 |   9.42e+02 |   3.07e+06 |   4.08e+04 |   1.24e+05 |    2.31e+03 |    5.98e+04 |    2.84e+02 |   4.63e-03 |   3.15e-01 |     76583.80 |   101.66 |  3012m 30s | Model saved         
    9100 |   2.03e+05 |   9.06e+02 |   3.01e+06 |   4.02e+04 |   1.24e+05 |    2.29e+03 |    5.95e+04 |    2.78e+02 |   4.63e-03 |   3.15e-01 |     76583.80 |    90.74 |  3009m 24s | Model saved (best)  
    9150 |   2.06e+05 |   9.41e+02 |   3.07e+06 |   4.09e+04 |   1.24e+05 |    2.30e+03 |    5.98e+04 |    2.84e+02 |   4.63e-03 |   3.15e-01 |     76583.80 |    99.74 |  3007m 49s | Model saved         
    9200 |   2.03e+05 |   9.07e+02 |   3.01e+06 |   4.04e+04 |   1.23e+05 |    2.28e+03 |    5.97e+04 |    2.78e+02 |   4.63e-03 |   3.15e-01 |     76583.80 |    90.52 |  3004m 43s | Model saved (best)  
    9250 |   2.07e+05 |   9.51e+02 |   3.08e+06 |   4.14e+04 |   1.24e+05 |    2.30e+03 |    5.97e+04 |    2.85e+02 |   4.63e-03 |   3.15e-01 |     76583.80 |    99.61 |  3003m 07s | Model saved         
    9300 |   2.02e+05 |   9.02e+02 |   3.00e+06 |   4.05e+04 |   1.22e+05 |    2.27e+03 |    5.96e+04 |    2.78e+02 |   4.40e-03 |   3.15e-01 |     76583.80 |    90.55 |  3000m 03s | Model saved (best)  
    9350 |   2.05e+05 |   9.19e+02 |   3.05e+06 |   4.11e+04 |   1.22e+05 |    2.28e+03 |    5.90e+04 |    2.83e+02 |   4.40e-03 |   3.15e-01 |     76583.80 |    99.75 |  2998m 28s | Model saved         
    9400 |   2.02e+05 |   8.79e+02 |   2.99e+06 |   4.06e+04 |   1.21e+05 |    2.25e+03 |    5.88e+04 |    2.76e+02 |   4.40e-03 |   3.15e-01 |     76583.80 |    90.56 |  2995m 26s | Model saved (best)  
    9450 |   2.05e+05 |   9.11e+02 |   3.05e+06 |   4.14e+04 |   1.21e+05 |    2.27e+03 |    5.89e+04 |    2.82e+02 |   4.40e-03 |   3.15e-01 |     76583.80 |    99.77 |  2993m 52s | Model saved         
    9500 |   2.01e+05 |   8.79e+02 |   2.99e+06 |   4.07e+04 |   1.20e+05 |    2.24e+03 |    5.90e+04 |    2.77e+02 |   4.40e-03 |   3.15e-01 |     76583.80 |    90.45 |  2990m 50s | Model saved         
    9550 |   2.05e+05 |   9.10e+02 |   3.05e+06 |   4.16e+04 |   1.20e+05 |    2.26e+03 |    5.90e+04 |    2.82e+02 |   4.40e-03 |   3.15e-01 |     76583.80 |    99.83 |  2989m 17s | Model saved         
    9600 |   2.01e+05 |   8.76e+02 |   2.98e+06 |   4.08e+04 |   1.19e+05 |    2.24e+03 |    5.89e+04 |    2.76e+02 |   4.18e-03 |   3.15e-01 |     76583.80 |    90.48 |  2986m 16s | Model saved (best)  
    9650 |   2.04e+05 |   8.93e+02 |   3.03e+06 |   4.15e+04 |   1.19e+05 |    2.24e+03 |    5.85e+04 |    2.81e+02 |   4.18e-03 |   3.15e-01 |     76583.80 |    99.83 |  2984m 44s | Model saved         
    9700 |   2.01e+05 |   8.60e+02 |   2.97e+06 |   4.07e+04 |   1.18e+05 |    2.22e+03 |    5.84e+04 |    2.75e+02 |   4.18e-03 |   3.15e-01 |     76583.80 |    90.51 |  2981m 45s | Model saved (best)  
    9750 |   2.03e+05 |   8.85e+02 |   3.02e+06 |   4.16e+04 |   1.18e+05 |    2.24e+03 |    5.84e+04 |    2.80e+02 |   4.18e-03 |   3.15e-01 |     76583.80 |    99.88 |  2980m 14s | Model saved         
    9800 |   2.00e+05 |   8.52e+02 |   2.97e+06 |   4.09e+04 |   1.17e+05 |    2.21e+03 |    5.83e+04 |    2.75e+02 |   4.18e-03 |   3.15e-01 |     76583.80 |    90.74 |  2977m 18s | Model saved (best)  
    9850 |   2.04e+05 |   8.97e+02 |   3.03e+06 |   4.20e+04 |   1.18e+05 |    2.24e+03 |    5.86e+04 |    2.81e+02 |   4.18e-03 |   3.15e-01 |     76583.80 |    99.69 |  2975m 45s | Model saved         
    9900 |   2.00e+05 |   8.55e+02 |   2.97e+06 |   4.11e+04 |   1.17e+05 |    2.21e+03 |    5.85e+04 |    2.75e+02 |   3.97e-03 |   3.15e-01 |     76583.80 |    90.58 |  2972m 49s | Model saved (best)  
    9950 |   2.02e+05 |   8.73e+02 |   3.01e+06 |   4.18e+04 |   1.16e+05 |    2.22e+03 |    5.82e+04 |    2.79e+02 |   3.97e-03 |   3.15e-01 |     76583.80 |    99.96 |  2971m 19s | Model saved         
   10000 |   1.99e+05 |   8.33e+02 |   2.95e+06 |   4.10e+04 |   1.16e+05 |    2.19e+03 |    5.77e+04 |    2.73e+02 |   3.97e-03 |   2.99e-01 |     76583.80 |    90.78 |  2968m 26s | Model saved (best)  
   10050 |   2.02e+05 |   8.70e+02 |   3.01e+06 |   4.27e+04 |   1.16e+05 |    2.21e+03 |    5.83e+04 |    2.79e+02 |   3.97e-03 |   2.99e-01 |     76583.80 |   101.83 |  2967m 13s | Model saved         
   10100 |   1.99e+05 |   8.43e+02 |   2.95e+06 |   4.20e+04 |   1.15e+05 |    2.19e+03 |    5.84e+04 |    2.74e+02 |   3.97e-03 |   2.99e-01 |     76583.80 |    91.05 |  2964m 23s | Model saved         
   10150 |   2.02e+05 |   8.72e+02 |   3.01e+06 |   4.30e+04 |   1.16e+05 |    2.20e+03 |    5.84e+04 |    2.79e+02 |   3.97e-03 |   2.99e-01 |     76583.80 |    99.94 |  2962m 54s | Model saved         
   10200 |   1.99e+05 |   8.35e+02 |   2.95e+06 |   4.20e+04 |   1.14e+05 |    2.18e+03 |    5.81e+04 |    2.73e+02 |   3.77e-03 |   2.99e-01 |     76583.80 |    90.77 |  2960m 03s | Model saved (best)  
   10250 |   2.01e+05 |   8.53e+02 |   3.00e+06 |   4.28e+04 |   1.14e+05 |    2.19e+03 |    5.79e+04 |    2.78e+02 |   3.77e-03 |   2.99e-01 |     76583.80 |   100.14 |  2958m 35s | Model saved         
   10300 |   1.99e+05 |   8.25e+02 |   2.94e+06 |   4.23e+04 |   1.14e+05 |    2.17e+03 |    5.78e+04 |    2.72e+02 |   3.77e-03 |   2.99e-01 |     76583.80 |    90.44 |  2955m 42s | Model saved (best)  
   10350 |   2.01e+05 |   8.53e+02 |   3.00e+06 |   4.31e+04 |   1.14e+05 |    2.18e+03 |    5.80e+04 |    2.78e+02 |   3.77e-03 |   2.99e-01 |     76583.80 |    99.70 |  2954m 11s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/1_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: True
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.299
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
